question_id,image_id,question_type,question,wording_pattern,canonical_target,ground_truth,prediction,confidence,confidence_range,count_bucket,model_used,fallback_used,endpoint_error
23901,238,count,What is the amount of small buildings in the image?,amount-of,building,3821,201+,0.9974008798599243,0.90-1.00,201+,RSVQA Specialist v1,False,
23904,238,count,What is the amount of rectangular buildings?,amount-of,building,2018,201+,0.9966742992401123,0.90-1.00,201+,RSVQA Specialist v1,False,
23912,239,count,What is the number of roads?,number-of,road,83,201+,0.0741761103272438,0.00-0.49,51-100,RSVQA Specialist v1,False,
23913,239,count,What is the amount of water areas?,amount-of,water,15,7,0.15897201001644135,0.00-0.49,11-20,RSVQA Specialist v1,False,
23916,239,count,How many scrubs are there in the image?,how-many,scrub,44,10,0.1802319884300232,0.00-0.49,21-50,RSVQA Specialist v1,False,
23917,239,count,What is the number of buildings?,number-of,building,52,66,0.08993135392665863,0.00-0.49,51-100,RSVQA Specialist v1,False,
23919,239,presence,Is there a commercial building?,is-there,building,no,yes,0.72001051902771,0.50-0.74,n/a,RSVQA Specialist v1,False,
23920,239,count,What is the amount of small water areas?,amount-of,water,4,1,0.5049673914909363,0.50-0.74,2-5,RSVQA Specialist v1,False,
23923,239,count,What is the amount of medium buildings?,amount-of,building,0,1,0.6309939622879028,0.50-0.74,0,RSVQA Specialist v1,False,
23925,239,count,What is the amount of square forests?,amount-of,forest,1,0,0.5909401774406433,0.50-0.74,1,RSVQA Specialist v1,False,
23926,239,count,What is the number of commercial buildings?,number-of,building,0,1,0.8142635226249695,0.75-0.89,0,RSVQA Specialist v1,False,
23930,239,count,How many residential buildings are there?,how-many,building,50,66,0.11152974516153336,0.00-0.49,21-50,RSVQA Specialist v1,False,
23931,239,count,What is the amount of forests?,amount-of,forest,81,201+,0.07574665546417236,0.00-0.49,51-100,RSVQA Specialist v1,False,
23935,239,comp,Are there less forests than residential buildings?,less-than,forest vs building,no,yes,0.7388209104537964,0.50-0.74,n/a,RSVQA Specialist v1,False,
23941,239,count,What is the number of small forests?,number-of,forest,20,11,0.06896348297595978,0.00-0.49,11-20,RSVQA Specialist v1,False,
23952,239,presence,Is there a forest at the top of a  commercial building?,is-there,forest,no,yes,0.9869838953018188,0.90-1.00,n/a,RSVQA Specialist v1,False,
23958,239,count,What is the amount of rectangular buildings?,amount-of,building,47,37,0.14349724352359772,0.00-0.49,21-50,RSVQA Specialist v1,False,
23960,239,comp,Are there less roads than residential buildings?,less-than,road vs building,no,yes,0.819482147693634,0.75-0.89,n/a,RSVQA Specialist v1,False,
23965,239,comp,Are there less residential buildings than roads?,less-than,building vs road,yes,no,0.5175750255584717,0.50-0.74,n/a,RSVQA Specialist v1,False,
23973,239,comp,Are there more buildings than forests?,more-than,building vs forest,no,yes,0.9048436284065247,0.90-1.00,n/a,RSVQA Specialist v1,False,
23974,239,count,What is the amount of small residential buildings?,amount-of,building,50,52,0.06080203875899315,0.00-0.49,21-50,RSVQA Specialist v1,False,
23977,239,count,What is the number of wetlands?,number-of,wetland,1,3,0.20583505928516388,0.00-0.49,1,RSVQA Specialist v1,False,
23979,239,count,How many scrubs next to a  building are there in the image?,how-many,scrub,33,10,0.1270398199558258,0.00-0.49,21-50,RSVQA Specialist v1,False,
23981,239,comp,Are there more water areas than grass areas?,more-than,water vs grassland,yes,no,0.9947450160980225,0.90-1.00,n/a,RSVQA Specialist v1,False,
23983,239,comp,Are there more forests than residential buildings in the image?,more-than,forest vs building,yes,no,0.7813484072685242,0.75-0.89,n/a,RSVQA Specialist v1,False,
23984,239,comp,Are there more residential buildings than roads?,more-than,building vs road,no,yes,0.6266172528266907,0.50-0.74,n/a,RSVQA Specialist v1,False,
23985,239,comp,Are there more residential buildings than forests?,more-than,building vs forest,no,yes,0.8698042631149292,0.75-0.89,n/a,RSVQA Specialist v1,False,
23991,239,comp,Are there less buildings than forests?,less-than,building vs forest,yes,no,0.9781062602996826,0.90-1.00,n/a,RSVQA Specialist v1,False,
23992,239,comp,Are there less commercial buildings than commercial buildings?,less-than,building vs building,no,yes,0.6654790639877319,0.50-0.74,n/a,RSVQA Specialist v1,False,
23993,239,comp,Are there more buildings than roads?,more-than,building vs road,no,yes,0.7419031858444214,0.50-0.74,n/a,RSVQA Specialist v1,False,
24000,239,presence,Is a square water area present?,present,water,yes,no,0.711624264717102,0.50-0.74,n/a,RSVQA Specialist v1,False,
24005,239,comp,Are there less water areas than scrubs?,less-than,water vs scrub,yes,no,0.8630155920982361,0.75-0.89,n/a,RSVQA Specialist v1,False,
24010,240,count,What is the amount of farmlands?,amount-of,agriculture,23,16,0.19858449697494507,0.00-0.49,21-50,RSVQA Specialist v1,False,
24015,240,count,How many roads are there?,how-many,road,16,12,0.05508451163768768,0.00-0.49,11-20,RSVQA Specialist v1,False,
24020,240,count,What is the amount of grass areas in the image?,amount-of,grassland,11,16,0.06829647719860077,0.00-0.49,11-20,RSVQA Specialist v1,False,
24021,240,count,How many buildings are there?,how-many,building,43,44,0.08493127673864365,0.00-0.49,21-50,RSVQA Specialist v1,False,
24022,240,count,How many residential buildings are there?,how-many,building,43,44,0.07488120347261429,0.00-0.49,21-50,RSVQA Specialist v1,False,
24023,240,count,What is the number of water areas in the image?,number-of,water,4,5,0.14919359982013702,0.00-0.49,2-5,RSVQA Specialist v1,False,
24033,240,comp,Are there more residential buildings than roads?,more-than,building vs road,yes,no,0.7678458094596863,0.75-0.89,n/a,RSVQA Specialist v1,False,
24034,240,count,What is the amount of water areas next to a  building?,amount-of,water,1,3,0.21693500876426697,0.00-0.49,1,RSVQA Specialist v1,False,
24035,240,comp,Are there more buildings than roads?,more-than,building vs road,yes,no,0.82914137840271,0.75-0.89,n/a,RSVQA Specialist v1,False,
24041,240,comp,Are there less roads than grass areas in the image?,less-than,road vs grassland,no,yes,0.5650133490562439,0.50-0.74,n/a,RSVQA Specialist v1,False,
24047,240,comp,Are there less buildings than roads?,less-than,building vs road,no,yes,0.7200583219528198,0.50-0.74,n/a,RSVQA Specialist v1,False,
24053,240,count,How many water areas at the top of a  road are there?,how-many,water,0,3,0.20796631276607513,0.00-0.49,0,RSVQA Specialist v1,False,
24056,240,presence,Is a small grass area present?,present,grassland,no,yes,0.565374493598938,0.50-0.74,n/a,RSVQA Specialist v1,False,
24057,240,count,What is the number of forests?,number-of,forest,14,5,0.14144136011600494,0.00-0.49,11-20,RSVQA Specialist v1,False,
24063,240,comp,Are there less residential buildings than roads in the image?,less-than,building vs road,no,yes,0.7204763889312744,0.50-0.74,n/a,RSVQA Specialist v1,False,
24069,240,count,What is the number of roads on the left of a  forest in the image?,number-of,road,5,12,0.1538819819688797,0.00-0.49,2-5,RSVQA Specialist v1,False,
24070,240,comp,Are there more water areas than residential buildings next to a  farmland?,more-than,water vs building,no,yes,0.5472112894058228,0.50-0.74,n/a,RSVQA Specialist v1,False,
24071,240,count,What is the number of farmlands at the bottom of a  small residential building?,number-of,agriculture,19,0,0.6035033464431763,0.50-0.74,11-20,RSVQA Specialist v1,False,
24079,240,count,What is the amount of rectangular residential buildings?,amount-of,building,32,16,0.061002593487501144,0.00-0.49,21-50,RSVQA Specialist v1,False,
24080,240,comp,Is the number of square residential buildings equal to the number of square farmlands?,equal-to,building vs agriculture,yes,no,0.9602415561676025,0.90-1.00,n/a,RSVQA Specialist v1,False,
24082,240,comp,Are there less roads than buildings?,less-than,road vs building,yes,no,0.6618179082870483,0.50-0.74,n/a,RSVQA Specialist v1,False,
24084,240,count,What is the amount of small roads?,amount-of,road,16,26,0.05049142241477966,0.00-0.49,11-20,RSVQA Specialist v1,False,
24087,240,count,What is the number of large water areas?,number-of,water,4,2,0.1878829002380371,0.00-0.49,2-5,RSVQA Specialist v1,False,
24090,240,count,What is the amount of residential buildings at the bottom of a  road?,amount-of,building,43,27,0.08614929020404816,0.00-0.49,21-50,RSVQA Specialist v1,False,
24092,240,comp,Are there less farmlands than roads in the image?,less-than,agriculture vs road,no,yes,0.859015166759491,0.75-0.89,n/a,RSVQA Specialist v1,False,
24095,240,presence,Is there a small water area?,is-there,water,no,yes,0.7316445708274841,0.50-0.74,n/a,RSVQA Specialist v1,False,
24104,240,comp,Are there more water areas than farmlands?,more-than,water vs agriculture,no,yes,0.5472512245178223,0.50-0.74,n/a,RSVQA Specialist v1,False,
24105,240,count,How many residential buildings on the right of a  farmland are there?,how-many,building,43,15,0.06815166771411896,0.00-0.49,21-50,RSVQA Specialist v1,False,
24109,241,count,What is the amount of large forests in the image?,amount-of,forest,2,6,0.18012718856334686,0.00-0.49,2-5,RSVQA Specialist v1,False,
24110,241,presence,Is there a commercial building?,is-there,building,yes,no,0.8130217790603638,0.75-0.89,n/a,RSVQA Specialist v1,False,
24112,241,count,How many water areas are there?,how-many,water,15,18,0.08685383945703506,0.00-0.49,11-20,RSVQA Specialist v1,False,
24114,241,count,What is the amount of grass areas?,amount-of,grassland,71,201+,0.06927017867565155,0.00-0.49,51-100,RSVQA Specialist v1,False,
24115,241,count,What is the number of roads?,number-of,road,31,40,0.07184445858001709,0.00-0.49,21-50,RSVQA Specialist v1,False,
24117,241,count,How many buildings are there?,how-many,building,138,44,0.059032320976257324,0.00-0.49,101-200,RSVQA Specialist v1,False,
24119,241,count,What is the amount of residential buildings?,amount-of,building,121,89,0.039727576076984406,0.00-0.49,101-200,RSVQA Specialist v1,False,
24120,241,presence,Is there a rectangular farmland?,is-there,agriculture,yes,no,0.8558384776115417,0.75-0.89,n/a,RSVQA Specialist v1,False,
24122,241,count,How many square grass areas are there?,how-many,grassland,2,0,0.9920864701271057,0.90-1.00,2-5,RSVQA Specialist v1,False,
24130,241,count,What is the amount of farmlands?,amount-of,agriculture,58,16,0.10757604986429214,0.00-0.49,51-100,RSVQA Specialist v1,False,
24132,241,count,What is the number of commercial buildings at the bottom of a  water area?,number-of,building,16,0,0.8710059523582458,0.75-0.89,11-20,RSVQA Specialist v1,False,
24134,241,count,How many commercial buildings are there in the image?,how-many,building,16,0,0.8367423415184021,0.75-0.89,11-20,RSVQA Specialist v1,False,
24135,241,comp,Are there less residential buildings than grass areas?,less-than,building vs grassland,no,yes,0.7250476479530334,0.50-0.74,n/a,RSVQA Specialist v1,False,
24139,241,count,How many small commercial buildings are there?,how-many,building,12,0,0.7929679155349731,0.75-0.89,11-20,RSVQA Specialist v1,False,
24144,241,count,How many forests are there?,how-many,forest,40,16,0.0884748250246048,0.00-0.49,21-50,RSVQA Specialist v1,False,
24151,241,count,How many circular residential buildings are there?,how-many,building,1,0,0.8496989607810974,0.75-0.89,1,RSVQA Specialist v1,False,
24155,241,count,What is the number of rectangular commercial buildings?,number-of,building,8,0,0.9537129998207092,0.90-1.00,6-10,RSVQA Specialist v1,False,
24156,241,count,What is the amount of residential buildings next to a  road?,amount-of,building,121,44,0.056042809039354324,0.00-0.49,101-200,RSVQA Specialist v1,False,
24161,241,presence,Is a circular water area present?,present,water,yes,no,0.9823145866394043,0.90-1.00,n/a,RSVQA Specialist v1,False,
24163,241,comp,Are there less roads than forests in the image?,less-than,road vs forest,yes,no,0.7381449341773987,0.50-0.74,n/a,RSVQA Specialist v1,False,
24165,241,presence,Is there a square building?,is-there,building,yes,no,0.5840393304824829,0.50-0.74,n/a,RSVQA Specialist v1,False,
24169,241,count,What is the amount of orchards?,amount-of,scene,1,5,0.22360539436340332,0.00-0.49,1,RSVQA Specialist v1,False,
24172,241,count,What is the number of rectangular residential buildings?,number-of,building,82,44,0.04076651856303215,0.00-0.49,51-100,RSVQA Specialist v1,False,
24183,241,count,How many commercial buildings on the right of a  water area are there?,how-many,building,14,0,0.8446360230445862,0.75-0.89,11-20,RSVQA Specialist v1,False,
24185,241,count,What is the amount of circular water areas?,amount-of,water,1,0,0.9779267907142639,0.90-1.00,1,RSVQA Specialist v1,False,
24189,241,presence,Is there a commercial building on the left of a  road?,is-there,building,yes,no,0.6382940411567688,0.50-0.74,n/a,RSVQA Specialist v1,False,
24191,241,count,How many circular grass areas are there?,how-many,grassland,2,0,0.992176353931427,0.90-1.00,2-5,RSVQA Specialist v1,False,
24194,241,count,What is the number of large farmlands?,number-of,agriculture,58,44,0.06351686269044876,0.00-0.49,51-100,RSVQA Specialist v1,False,
24195,241,count,What is the amount of rectangular water areas?,amount-of,water,1,0,0.25185224413871765,0.00-0.49,1,RSVQA Specialist v1,False,
24198,241,comp,Are there more buildings than grass areas?,more-than,building vs grassland,yes,no,0.609013020992279,0.50-0.74,n/a,RSVQA Specialist v1,False,
24203,241,presence,Is a rectangular commercial building present?,present,building,yes,no,0.9594228267669678,0.90-1.00,n/a,RSVQA Specialist v1,False,
24206,241,count,What is the number of forests at the bottom of a  water area?,number-of,forest,40,18,0.07108060270547867,0.00-0.49,21-50,RSVQA Specialist v1,False,
24212,242,count,How many buildings are there in the image?,how-many,building,885,201+,0.9948613047599792,0.90-1.00,201+,RSVQA Specialist v1,False,
24213,242,count,What is the amount of medium forests?,amount-of,forest,15,14,0.11958318203687668,0.00-0.49,11-20,RSVQA Specialist v1,False,
24214,242,count,What is the amount of grass areas?,amount-of,grassland,316,201+,0.8893345594406128,0.75-0.89,201+,RSVQA Specialist v1,False,
24218,242,count,What is the number of residential buildings?,number-of,building,850,201+,0.9936972260475159,0.90-1.00,201+,RSVQA Specialist v1,False,
24224,242,count,How many roads are there?,how-many,road,248,201+,0.8273552656173706,0.75-0.89,201+,RSVQA Specialist v1,False,
